Timestamp,Meet_Recruiter,Age_Joined,Year_Joined,Years_Service,Education_Level,Parents_Ed_Level,Financial_Status,Enlisted_Officer,Join_Motivation,Ethnicity,Gender,,,,
11/1/2019 8:26:07,I got up with them,21-23,2016,Currently Serving,Some College,Completed High School,Lower Middle Class,Enlisted,Prefer not to answer / Other,Caucasian,Male,,,,
11/1/2019 8:28:42,I got up with them,18-20,2016,Currently Serving,Completed High School,4 year degree,Lower Middle Class,Enlisted,Economic Opportunity,Asian,Male,,,,
11/1/2019 8:32:25,I got up with them,21-23,2016,Currently Serving,4 Year Degree,4 year degree,Middle Class,Enlisted,Patriotism,Caucasian,Male,,,,
11/1/2019 8:35:26,I got up with them,18-20,2016,Currently Serving,Some College,4 year degree,Middle Class,Enlisted,Economic Opportunity,Black,Male,,,,
11/1/2019 8:36:42,I got up with them,18-20,2016,Currently Serving,Completed High School,Doctorate,Upper Middle Class,Enlisted,Economic Opportunity,Caucasian,Male,,,,
11/1/2019 8:40:40,I got up with them,18-20,2016,Currently Serving,Completed High School,Some college,Lower Middle Class,Enlisted,Economic Opportunity,Caucasian,Female,,,,
11/1/2019 8:42:09,I got up with them,18-20,2016,Currently Serving,Some College,Master's degree,Middle Class,Enlisted,Economic Opportunity,Black,Female,,,,
11/1/2019 8:46:44,I got up with them,18-20,2016,Currently Serving,Some College,Some college,Lower Middle Class,Enlisted,Economic Opportunity,Caucasian,Male,,,,
11/1/2019 8:51:43,I got up with them,24-26,2016,Currently Serving,Some College,Some college,Lower Middle Class,Enlisted,Economic Opportunity,Caucasian,Male,,,,
11/1/2019 8:51:43,I got up with them,18-20,2016,Currently Serving,2 Year Degree,4 year degree,Middle Class,Enlisted,Patriotism,Caucasian,Male,,,,
11/1/2019 8:51:59,I got up with them,18-20,2016,Less than 6,Completed High School,Some college,Middle Class,Enlisted,Economic Opportunity,Caucasian,Male,,,,
11/1/2019 8:54:21,I got up with them,21-23,2016,Currently Serving,Some College,4 year degree,Lower Middle Class,Enlisted,Economic Opportunity,Caucasian,Male,,,,
11/1/2019 8:59:36,I got up with them,18-20,2016,Currently Serving,Some College,2 year degree,Middle Class,Enlisted,Economic Opportunity,Caucasian,Male,,,,
11/1/2019 9:01:56,I got up with them,18-20,2016,Currently Serving,Completed High School,Some college,Lower Middle Class,Enlisted,Economic Opportunity,Prefer not to answer,Male,,,,
11/1/2019 9:02:30,I got up with them,18-20,2016,Currently Serving,Some College,Completed High School,Middle Class,Enlisted,Prefer not to answer / Other,Caucasian,Male,,,,
11/1/2019 9:19:31,I got up with them,21-23,2016,Currently Serving,Some College,Completed High School,Lower Middle Class,Enlisted,Patriotism,Caucasian,Male,,,,
11/1/2019 9:24:32,I got up with them,18-20,2016,6 to 8 years,Completed High School,Completed High School,Lower Class (Bottom 20%),Enlisted,Family Tradition,Hispanic / Latino,Female,,,,
11/1/2019 9:24:50,I got up with them,18-20,2016,Currently Serving,Completed High School,4 year degree,Middle Class,Enlisted,Economic Opportunity,Caucasian,Male,,,,
11/1/2019 9:27:11,I got up with them,18-20,2016,6 to 8 years,Some College,Completed High School,Middle Class,Enlisted,Economic Opportunity,Caucasian,Male,,,,
11/1/2019 9:30:41,I got up with them,18-20,2016,Currently Serving,Some College,4 year degree,Upper Middle Class,Enlisted,Economic Opportunity,Caucasian,Male,,,,
11/1/2019 9:39:49,I got up with them,21-23,2016,Less than 6,2 Year Degree,4 year degree,Lower Middle Class,Enlisted,Economic Opportunity,Caucasian,Male,,,,
11/1/2019 9:50:47,I got up with them,18-20,2016,Currently Serving,Completed High School,Some college,Middle Class,Enlisted,Economic Opportunity,Caucasian,Male,,,,
11/1/2019 9:51:02,I got up with them,18-20,2016,Currently Serving,Completed High School,4 year degree,Upper Middle Class,Enlisted,Patriotism,Hispanic / Latino,Male,,,,
11/1/2019 9:54:14,I got up with them,18-20,2016,Currently Serving,Completed High School,4 year degree,Upper Middle Class,Enlisted,Patriotism,Caucasian,Male,,,,
11/1/2019 10:06:13,I got up with them,21-23,2016,Currently Serving,2 Year Degree,Master's degree,Middle Class,Enlisted,Prefer not to answer / Other,Caucasian,Male,,,,
11/1/2019 10:14:03,I got up with them,21-23,2016,Less than 6,Some College,2 year degree,Middle Class,Enlisted,Economic Opportunity,Caucasian,Male,,,,
11/1/2019 10:14:59,I got up with them,21-23,2016,Less than 6,Some College,4 year degree,Middle Class,Enlisted,Economic Opportunity,Caucasian,Male,,,,
11/1/2019 10:19:18,I got up with them,18-20,2016,Currently Serving,Some College,Completed High School,Upper Middle Class,Officer,Patriotism,Caucasian,Female,,,,
11/1/2019 10:19:39,I got up with them,21-23,2016,Currently Serving,Some College,4 year degree,Lower Middle Class,Enlisted,Economic Opportunity,Caucasian,Male,,,,
11/1/2019 10:21:33,I got up with them,24-26,2016,Currently Serving,Completed High School,Did not complete high school / GED,Lower Middle Class,Enlisted,Economic Opportunity,Caucasian,Male,,,,
11/1/2019 10:34:17,I got up with them,18-20,2016,Currently Serving,Completed High School,Doctorate,Lower Middle Class,Enlisted,Patriotism,American Indian or Alaskan Native,Male,,,,
11/1/2019 10:35:22,I got up with them,21-23,2016,Currently Serving,4 Year Degree,4 year degree,Upper Middle Class,Enlisted,Economic Opportunity,Caucasian,Male,,,,
11/1/2019 10:39:44,I got up with them,18-20,2016,Currently Serving,Completed High School,4 year degree,Middle Class,Enlisted,Patriotism,Caucasian,Male,,,,
11/1/2019 10:42:30,I got up with them,18-20,2016,Less than 6,Some College,Did not complete high school / GED,Lower Class (Bottom 20%),Enlisted,Economic Opportunity,Hispanic / Latino,Female,,,,
11/1/2019 10:49:13,I got up with them,21-23,2016,Currently Serving,Some College,Master's degree,Lower Middle Class,Enlisted,Economic Opportunity,Caucasian,Male,,,,
11/1/2019 10:49:23,I got up with them,21-23,2016,Currently Serving,Some College,4 year degree,Lower Middle Class,Enlisted,Economic Opportunity,Caucasian,Female,,,,
11/1/2019 10:59:21,I got up with them,18-20,2016,Currently Serving,Completed High School,4 year degree,Lower Middle Class,Enlisted,Prefer not to answer / Other,Black,Male,,,,
11/1/2019 11:01:50,I got up with them,18-20,2016,Currently Serving,Some College,4 year degree,Upper Middle Class,Enlisted,Economic Opportunity,Caucasian,Male,,,,
11/1/2019 11:08:05,I got up with them,18-20,2016,Less than 6,Completed High School,Master's degree,Lower Middle Class,Enlisted,Patriotism,Caucasian,Male,,,,
11/1/2019 11:09:02,I got up with them,21-23,2016,Currently Serving,4 Year Degree,Master's degree,Middle Class,Enlisted,Prefer not to answer / Other,Caucasian,Female,,,,
11/1/2019 11:19:50,I got up with them,18-20,2016,Currently Serving,Completed High School,Master's degree,Lower Middle Class,Enlisted,Economic Opportunity,Caucasian,Male,,,,
11/1/2019 11:37:26,I got up with them,21-23,2016,Less than 6,Completed High School,Master's degree,Middle Class,Enlisted,Economic Opportunity,Native Hawaiian or Pacific Islander,Male,,,,
11/1/2019 11:38:30,I got up with them,18-20,2016,Currently Serving,Completed High School,Completed High School,Lower Middle Class,Enlisted,Economic Opportunity,Caucasian,Male,,,,
11/1/2019 11:42:07,I got up with them,24-26,2016,6 to 8 years,4 Year Degree,2 year degree,Lower Middle Class,Enlisted,Economic Opportunity,Caucasian,Male,,,,
11/1/2019 11:49:14,I got up with them,21-23,2016,Currently Serving,Completed High School,Completed High School,Lower Middle Class,Enlisted,Prefer not to answer / Other,Caucasian,Male,,,,
11/1/2019 12:03:31,I got up with them,21-23,2016,Currently Serving,Some College,4 year degree,Middle Class,Enlisted,Economic Opportunity,Caucasian,Male,,,,
11/1/2019 12:14:19,I got up with them,21-23,2016,Currently Serving,Some College,Completed High School,Lower Middle Class,Enlisted,Economic Opportunity,,Male,,,,
11/1/2019 12:47:57,I got up with them,18-20,2016,Currently Serving,Some College,Master's degree,Upper Middle Class,Enlisted,Patriotism,Caucasian,Male,,,,
11/1/2019 13:04:21,I got up with them,18-20,2016,Currently Serving,Completed High School,Completed High School,Middle Class,Enlisted,Economic Opportunity,Hispanic / Latino,Male,,,,
11/1/2019 13:56:17,I got up with them,24-26,2016,Currently Serving,Some College,Completed High School,Lower Middle Class,Enlisted,Economic Opportunity,Caucasian,Female,,,,
11/1/2019 13:57:35,I got up with them,21-23,2016,Currently Serving,Some College,Some college,Lower Middle Class,Enlisted,Family Tradition,Caucasian,Male,,,,
11/1/2019 13:58:35,I got up with them,18-20,2016,Currently Serving,Completed High School,Completed High School,Middle Class,Enlisted,Economic Opportunity,Caucasian,Male,,,,
11/1/2019 14:02:47,I got up with them,21-23,2016,Currently Serving,2 Year Degree,Master's degree,Middle Class,Enlisted,Family Tradition,Caucasian,Male,,,,
11/1/2019 14:19:25,I got up with them,21-23,2016,Currently Serving,2 Year Degree,4 year degree,Lower Middle Class,Enlisted,Economic Opportunity,Hispanic / Latino,Male,,,,
11/1/2019 14:19:36,I got up with them,18-20,2016,Less than 6,Completed High School,Completed High School,Middle Class,Enlisted,Economic Opportunity,Caucasian,Male,,,,
11/1/2019 14:34:41,I got up with them,18-20,2016,Less than 6,Completed High School,Completed High School,Lower Middle Class,Enlisted,Economic Opportunity,Hispanic / Latino,Female,,,,
11/1/2019 14:54:50,I got up with them,24-26,2016,Less than 6,Some College,Some college,Middle Class,Officer,Economic Opportunity,Asian,Male,,,,
11/1/2019 15:06:18,I got up with them,18-20,2016,Currently Serving,Some College,Master's degree,Middle Class,Enlisted,Prefer not to answer / Other,Caucasian,Male,,,,
11/1/2019 15:21:50,I got up with them,18-20,2016,Currently Serving,Completed High School,Completed High School,Lower Class (Bottom 20%),Enlisted,Economic Opportunity,Caucasian,Male,,,,
11/1/2019 15:24:14,I got up with them,18-20,2016,Currently Serving,Some College,Completed High School,Lower Class (Bottom 20%),Enlisted,Economic Opportunity,Caucasian,Male,,,,
11/1/2019 15:24:20,I got up with them,18-20,2016,Currently Serving,2 Year Degree,Doctorate,Middle Class,Officer,Economic Opportunity,Caucasian,Female,,,,
11/1/2019 15:35:18,I got up with them,24-26,2016,Currently Serving,Some College,Did not complete high school / GED,Lower Middle Class,Enlisted,Economic Opportunity,Hispanic / Latino,Male,,,,
11/1/2019 15:44:50,I got up with them,18-20,2016,Currently Serving,Some College,Completed High School,Lower Middle Class,Enlisted,Patriotism,Caucasian,Male,,,,
11/1/2019 15:45:43,I got up with them,21-23,2016,Currently Serving,Some College,4 year degree,Lower Middle Class,Enlisted,Economic Opportunity,Caucasian,Male,,,,
11/1/2019 15:46:01,I got up with them,21-23,2016,Currently Serving,Completed High School,Completed High School,Lower Middle Class,Enlisted,Economic Opportunity,Caucasian,Male,,,,
11/1/2019 15:52:45,I got up with them,18-20,2016,Currently Serving,Completed High School,Master's degree,Upper Middle Class,Enlisted,Economic Opportunity,Caucasian,Male,,,,
11/1/2019 15:59:57,I got up with them,21-23,2016,Currently Serving,4 Year Degree,4 year degree,Middle Class,Officer,Patriotism,Caucasian,Male,,,,
11/1/2019 16:07:32,I got up with them,18-20,2016,Currently Serving,Some College,Master's degree,Middle Class,Enlisted,Economic Opportunity,Caucasian,Male,,,,
11/1/2019 16:31:54,I got up with them,18-20,2016,Currently Serving,Completed High School,Master's degree,Middle Class,Enlisted,Economic Opportunity,Caucasian,Male,,,,
11/1/2019 16:57:39,I got up with them,18-20,2016,Currently Serving,Completed High School,4 year degree,Middle Class,Enlisted,Economic Opportunity,Caucasian,Male,,,,
11/1/2019 9:12:07,Someone else put us in contact,24-26,2016,Less than 6,4 Year Degree,4 year degree,Upper Middle Class,Enlisted,Economic Opportunity,Caucasian,Male,,,,
11/1/2019 9:12:59,Someone else put us in contact,18-20,2016,Currently Serving,Some College,Did not complete high school / GED,Lower Middle Class,Enlisted,Economic Opportunity,American Indian or Alaskan Native,Male,,,,
11/1/2019 10:22:09,Someone else put us in contact,18-20,2016,6 to 8 years,Completed High School,4 year degree,Upper Middle Class,Enlisted,Prefer not to answer / Other,Caucasian,Male,,,,
11/1/2019 10:36:45,Someone else put us in contact,18-20,2016,Currently Serving,2 Year Degree,Doctorate,Upper Middle Class,Enlisted,Economic Opportunity,Caucasian,Male,,,,
11/1/2019 11:53:10,Someone else put us in contact,18-20,2016,Less than 6,Completed High School,Some college,Lower Class (Bottom 20%),Enlisted,Economic Opportunity,Asian,Male,,,,
11/1/2019 12:13:20,Someone else put us in contact,18-20,2016,Currently Serving,Completed High School,2 year degree,Lower Middle Class,Enlisted,Economic Opportunity,Caucasian,Male,,,,
11/1/2019 12:14:22,Someone else put us in contact,18-20,2016,6 to 8 years,Completed High School,2 year degree,Middle Class,Enlisted,Economic Opportunity,Caucasian,Male,,,,
11/1/2019 12:32:00,Someone else put us in contact,18-20,2016,Currently Serving,Some College,Master's degree,Middle Class,Enlisted,Economic Opportunity,Caucasian,Female,,,,
11/1/2019 12:32:46,Someone else put us in contact,18-20,2016,Currently Serving,Completed High School,4 year degree,Middle Class,Enlisted,Economic Opportunity,Caucasian,Female,,,,
11/1/2019 13:55:12,Someone else put us in contact,18-20,2016,Currently Serving,Completed High School,Some college,Middle Class,Enlisted,Economic Opportunity,Asian,Male,,,,
11/1/2019 14:33:47,Someone else put us in contact,21-23,2016,6 to 8 years,Some College,Master's degree,Upper Middle Class,Enlisted,Economic Opportunity,Caucasian,Male,,,,
11/1/2019 14:58:19,Someone else put us in contact,18-20,2016,Currently Serving,Some College,Master's degree,Upper Middle Class,Enlisted,Patriotism,Caucasian,Male,,,,
11/1/2019 15:28:48,Someone else put us in contact,18-20,2016,Currently Serving,Some College,Completed High School,Lower Middle Class,Enlisted,Economic Opportunity,Caucasian,Male,,,,
11/1/2019 15:52:57,Someone else put us in contact,18-20,2016,Currently Serving,Completed High School,Some college,Lower Middle Class,Enlisted,Economic Opportunity,Caucasian,Female,,,,
11/1/2019 9:42:35,They got up with me,18-20,2016,Less than 6,Some College,Master's degree,Middle Class,Enlisted,Economic Opportunity,Caucasian,Female,,,,
11/1/2019 11:26:53,They got up with me,18-20,2016,Currently Serving,Completed High School,4 year degree,Middle Class,Enlisted,Economic Opportunity,Caucasian,Male,,,,
11/1/2019 12:01:11,They got up with me,18-20,2016,Currently Serving,Completed High School,4 year degree,Upper Middle Class,Enlisted,Economic Opportunity,Caucasian,Male,,,,
11/1/2019 13:23:53,They got up with me,18-20,2016,Currently Serving,Completed High School,Did not complete high school / GED,Lower Class (Bottom 20%),Enlisted,Economic Opportunity,Hispanic / Latino,Female,,,,
11/1/2019 15:01:47,They got up with me,18-20,2016,Currently Serving,Completed High School,Completed High School,Lower Class (Bottom 20%),Enlisted,Economic Opportunity,Caucasian,Male,,,,
11/1/2019 15:51:23,They got up with me,18-20,2016,Currently Serving,4 Year Degree,4 year degree,Upper Middle Class,Officer,Prefer not to answer / Other,Caucasian,Male,,,,
11/1/2019 8:01:46,,21-23,2016,Currently Serving,Some College,4 year degree,Middle Class,Enlisted,Economic Opportunity,Caucasian,Male,,,,
11/1/2019 8:01:52,,18-20,2016,Less than 6,Completed High School,4 year degree,Middle Class,Enlisted,Family Tradition,Caucasian,Female,,,,
11/1/2019 8:05:03,,18-20,2016,6 to 8 years,Completed High School,Some college,Middle Class,Enlisted,Family Tradition,Caucasian,Male,,,,
11/1/2019 8:05:08,,18-20,2016,Currently Serving,Completed High School,Some college,Lower Middle Class,Enlisted,Economic Opportunity,Caucasian,Male,,,,
11/1/2019 8:05:49,,18-20,2016,Currently Serving,Completed High School,2 year degree,Lower Middle Class,Enlisted,Economic Opportunity,Caucasian,Male,,,,
11/1/2019 8:06:24,,18-20,2016,Less than 6,Completed High School,4 year degree,Lower Middle Class,Enlisted,Economic Opportunity,Hispanic / Latino,Male,,,,
11/1/2019 8:07:33,,18-20,2016,Currently Serving,Some College,Did not complete high school / GED,Lower Middle Class,Enlisted,Education,Caucasian,Male,,,,
11/1/2019 8:09:18,,18-20,2016,Currently Serving,Some College,Master's degree,Lower Middle Class,Enlisted,Economic Opportunity,Hispanic / Latino,Female,,,,
11/1/2019 8:09:58,,18-20,2016,Currently Serving,Some College,4 year degree,Lower Middle Class,Enlisted,Economic Opportunity,Caucasian,Female,,,,
